L0,L1,L2,Graph
0.051015154,-0.54499537,0.6412621,3
-0.96765363,-0.3706782,0.26263747,3
-0.5772357,-0.055647887,-0.45132625,5
0.25621372,0.17686927,0.20682907,6
-0.98163474,0.12779081,-0.21964729,6
0.30087352,-0.76229125,-0.72169566,6
-1.0,-0.8763876,0.28472793,6
0.49880403,-0.61515903,-0.5108893,6
-0.30951762,0.8731178,-0.44578093,6
-0.9360129,-0.07092762,0.7062832,
0.07863951,-0.49041986,0.24964055,
0.4203148,0.031107247,0.8711108,
0.5221182,0.9587555,-0.5421779,
-0.5780004,0.8532646,0.95198107,
0.04544106,-0.20149684,0.5435962,
0.9419464,-0.82974946,0.59950733,
0.5126779,-0.08348438,-0.29964232,
-0.5518042,0.8812659,0.84221435,
0.88153315,-0.32446992,0.4723934,
0.12625381,0.9260974,-0.15975651,
-0.35088927,-0.0657696,-0.57994366,
-0.2689275,-0.57749957,0.35226,
-0.76971066,0.77932703,-0.799253,
-0.056679428,-0.16654265,-0.7197671,
0.44908762,0.36153615,-0.118066505,
-0.14975478,-0.17413688,0.9613292,
0.05919093,-0.33352804,0.18600082,
0.7208524,-0.17321348,-0.48496258,
-0.5703131,0.34869805,0.038746905,
0.43580282,-0.31044352,-0.82971525,
0.9373424,-0.058989286,-0.29194105,
-0.3054224,0.6716536,1.0,
0.42891598,-0.28340852,0.25757858,
0.22003317,0.42182112,0.71596247,
-0.47001553,-0.99445677,0.16188416,
-0.69464236,0.7339276,-0.29501653,
0.21952558,-0.81332684,0.45690286,
-0.003952384,0.59679854,0.09774673,
0.057902813,-0.9824388,-0.7262448,
0.19346514,0.95272547,0.8658159,
-0.4065554,-0.8802694,1.0,
-0.2621318,0.0041775554,0.9627756,
0.80023384,0.5164697,0.9942826,
1.0,0.43016016,0.55674005,
0.6206377,-0.4278165,0.8914051,
-0.8593414,-0.28143167,0.8234106,
-0.195243,0.23443854,0.7715857,
-0.8910781,-0.78505564,-0.20440114,
0.29851273,-0.33233202,-0.9962574,
0.029705744,0.28535938,-0.32888186,
0.5423054,-0.2871323,0.018781662,
-0.27966392,-0.8550862,-0.18361163,
0.48114347,-0.07338859,-0.3818599,
-0.03535843,-0.7119974,-0.18268551,
0.4115513,0.2632828,0.56935644,
-0.890957,0.2831955,-0.74015594,
-0.2005535,0.21780789,0.70399404,
-0.013332963,0.10946542,-0.6322594,
-0.39363575,0.57080877,0.88481665,
-0.18356356,-0.70715964,0.5245621,
-0.0337739,-0.4161466,0.140395,
-0.38352847,0.6792052,-1.0,
-0.14649439,0.8688115,-0.32699227,
0.2753086,-0.89071727,-0.73059523,
-0.2956493,0.15654337,0.20499171,
0.054533243,-0.011652142,0.8813362,
0.4220984,-0.9297998,0.5603094,
-0.92541146,0.09719229,0.7957587,
0.005505681,-0.9813466,,
0.89412963,0.66076136,,
-0.64012825,0.7960963,,
