L0,L1,L2,Graph
0.07261562,0.8580389,-0.780757,3
0.89138234,0.4392159,-0.8250662,3
0.7017615,0.022435516,0.2626656,5
-0.0760026,-0.017083615,-0.15518767,6
0.803185,-0.08181465,-0.21964729,6
0.4268365,-0.6733012,-0.34918082,6
1.0,-0.5222844,0.28472793,6
0.6068783,-0.62704396,-0.3054917,6
0.48158944,0.31202897,-0.44578093,6
0.18241593,0.044364735,0.4665394,6
-0.8841819,-0.17450449,0.6352005,8
-0.07007778,0.71817505,1.0,8
0.189839,-0.20212442,-0.5421779,8
-0.2896885,0.64949965,1.0,10
-0.809077,-0.6719931,0.61414814,12
0.29368508,-0.6164403,0.71452016,19
0.11135486,-0.6745739,-0.46448797,23
-0.3667698,0.20046967,0.7639636,26
0.43097192,0.3867243,0.61823475,26
0.24459128,0.94778347,0.091253735,
-0.34050906,-0.6401261,-0.57994366,
-0.06651844,0.88589716,0.49846688,
-0.42233247,0.58404076,-0.8852747,
-1.0,-1.0,-0.7197671,
-0.7123755,0.13860905,0.046659112,
0.03326407,-0.5042323,0.9613292,
0.008382678,-0.87294424,0.18600082,
0.4381799,0.051464826,-0.48496258,
-0.8669051,0.8574687,0.23893589,
0.5428252,-0.52214277,-0.82971525,
0.6692655,-0.08403343,-0.29194105,
0.002977088,-0.62475467,1.0,
0.76516455,-0.02789712,0.32510096,
0.46560192,0.10728297,0.55712587,
-0.47001553,-0.7884368,-0.15107895,
-0.67432123,-0.5159577,-0.18377541,
0.21952558,-0.10481298,0.8219608,
-0.003952384,-0.3569083,-0.28142065,
0.057902813,-1.0,-0.7262448,
0.29395032,-0.68297446,0.8658159,
-0.26443702,0.02405119,0.83697176,
-0.13255292,-0.7709191,0.8375824,
0.80023384,-0.35937965,0.9942826,
1.0,-0.60549617,0.55674005,
0.44719696,-0.6672623,0.8914051,
-0.9094058,0.09125091,0.5175563,
-0.16951233,0.7829921,1.0,
-1.0,0.112746835,-0.32321787,
0.51122576,-0.3737924,0.7130822,
0.07527161,-0.6037688,-0.14322639,
0.04368505,-0.9169227,0.84809506,
-0.42042828,0.9105105,0.05205846,
0.48114347,-0.52169836,0.9537851,
0.09612471,0.15638724,0.57271826,
0.5490168,0.03544981,0.18473938,
-0.8204933,-0.11627618,-0.4683178,
-0.16102937,0.14398144,-0.08173482,
0.015964493,0.013661876,-0.7346504,
-0.41176748,0.058485113,1.0,
-0.3828869,0.58254135,0.051777273,
-0.0337739,0.022176504,1.0,
-0.38352847,-0.94440496,0.51975673,
-0.13982733,0.07686725,0.65662557,
0.35509405,0.83900106,0.11447321,
-0.2956493,0.6936586,0.82319045,
0.054533243,0.35256052,0.46151733,
0.6707791,-0.9297998,0.023261286,
-0.9300426,0.6334265,-0.5762943,
-0.041839737,-0.97653353,,
0.81616867,0.66076136,,
-0.032557905,0.7960963,,
-0.21722221,0.8180988,,
-0.3387251,0.17654243,,
0.3355347,-7.3957443E-4,,
0.6339302,-0.1504687,,
-1.0,-0.8039547,,
0.69564956,-0.59243715,,
0.88950735,-0.587948,,
0.35466468,-0.30068743,,
-0.18458438,-0.13792573,,
-0.58185637,0.12320411,,
-0.6573976,0.40839332,,
-0.8782401,0.22379827,,
-0.8564658,-0.1593224,,
0.7103211,0.24905428,,
0.5380405,0.8806166,,
0.8173701,0.62436306,,
-0.64301777,0.033910945,,
-0.34187263,0.59973764,,
-0.27742445,-0.7811465,,
-0.1113265,0.39940906,,
0.012555957,-0.2749282,,
0.38892546,-0.4964498,,
-0.7857036,0.50087655,,
-0.055670857,-0.06737877,,
-0.7446894,-0.8888725,,
-0.7274772,-0.045214698,,
0.09155689,-0.49643612,,
0.4882444,-0.62778425,,
-0.030163765,0.7649456,,
-0.72137547,-0.64759517,,
-0.40286505,0.3712964,,
-0.5147475,0.17848253,,
-0.6366564,0.258673,,
1.0,-0.24309155,,
-0.15149555,-0.8025707,,
-0.64652026,-0.36428,,
0.81443834,0.5994073,,
-0.32632384,-0.23054461,,
-0.99344087,0.5170208,,
-0.36618197,0.16099763,,
-0.16891482,-0.13713628,,
0.9584869,-0.32143617,,
-0.90545,0.12203479,,
0.0012833516,0.31718612,,
-0.7754303,0.043663993,,
0.040877044,-0.6298348,,
0.7375673,-0.7676443,,
0.27495837,0.07641146,,
0.7149819,-0.13719302,,
0.9444753,0.85840595,,
0.29125673,-0.68014914,,
0.73870003,-0.9530612,,
0.7070226,0.46333712,,
-0.50144136,0.20474781,,
-0.06934154,0.24681409,,
0.009024739,-0.60617745,,
-1.0,0.2644293,,
0.058536425,-0.34059647,,
0.09140865,-0.2986508,,
0.7562878,-0.7557499,,
-0.5386573,-0.11370766,,
-1.0,0.48892212,,
-0.36394516,-0.09589507,,
-0.17682683,-1.0,,
-0.709694,0.23563111,,
-1.0,0.4774225,,
-0.423463,-0.62925494,,
-0.8895533,-0.6985948,,
